judge_model,model_slug,skill,task_id,repeat,original_quality,contractual_quality,delta
gemini-3.1-pro-preview,gemini_31_pro_preview,product-manager,006,1,4.875,5.000,0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,product-manager,006,2,4.875,5.000,0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,001,2,4.875,5.000,0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,001,1,4.875,5.000,0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,004,1,3.625,5.000,1.375
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,006,1,4.875,5.000,0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,001,1,4.875,5.000,0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,renewal-predictor,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,004,2,5.000,4.875,-0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,004,1,4.875,5.000,0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,security-auditor,006,2,4.750,5.000,0.250
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,001,1,4.875,5.000,0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,002,1,4.875,5.000,0.125
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gemini_31_pro_preview,test-driven-development,006,1,4.750,5.000,0.250
gemini-3.1-pro-preview,gpt_55,api-design-principles,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,api-design-principles,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,brainstorming,001,1,3.625,5.000,1.375
gemini-3.1-pro-preview,gpt_55,api-design-principles,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,brainstorming,001,2,3.250,5.000,1.750
gemini-3.1-pro-preview,gpt_55,brainstorming,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,brainstorming,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,brainstorming,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,brainstorming,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,brainstorming,004,1,3.375,5.000,1.625
gemini-3.1-pro-preview,gpt_55,brainstorming,004,2,4.375,5.000,0.625
gemini-3.1-pro-preview,gpt_55,brainstorming,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,brainstorming,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,brainstorming,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,brainstorming,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,deal-closer-playbook,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,004,2,4.875,5.000,0.125
gemini-3.1-pro-preview,gpt_55,dependency-auditor,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,dependency-auditor,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,product-manager,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,001,2,4.875,5.000,0.125
gemini-3.1-pro-preview,gpt_55,renewal-predictor,001,1,4.125,5.000,0.875
gemini-3.1-pro-preview,gpt_55,renewal-predictor,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,renewal-predictor,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,005,2,5.000,1.000,-4.000
gemini-3.1-pro-preview,gpt_55,security-auditor,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,security-auditor,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,gpt_55,test-driven-development,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,api-design-principles,006,2,4.875,5.000,0.125
gemini-3.1-pro-preview,minimax_m27,api-design-principles,006,1,4.250,5.000,0.750
gemini-3.1-pro-preview,minimax_m27,brainstorming,001,1,2.875,4.125,1.250
gemini-3.1-pro-preview,minimax_m27,brainstorming,001,2,2.500,3.375,0.875
gemini-3.1-pro-preview,minimax_m27,brainstorming,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,brainstorming,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,brainstorming,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,brainstorming,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,brainstorming,004,2,4.875,4.875,0.000
gemini-3.1-pro-preview,minimax_m27,brainstorming,005,1,5.000,4.875,-0.125
gemini-3.1-pro-preview,minimax_m27,brainstorming,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,brainstorming,004,1,4.375,5.000,0.625
gemini-3.1-pro-preview,minimax_m27,brainstorming,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,brainstorming,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,deal-closer-playbook,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,001,1,3.625,4.875,1.250
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,001,2,4.500,5.000,0.500
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,006,2,4.500,5.000,0.500
gemini-3.1-pro-preview,minimax_m27,dependency-auditor,006,1,3.750,5.000,1.250
gemini-3.1-pro-preview,minimax_m27,product-manager,001,1,4.625,5.000,0.375
gemini-3.1-pro-preview,minimax_m27,product-manager,001,2,4.875,5.000,0.125
gemini-3.1-pro-preview,minimax_m27,product-manager,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,product-manager,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,product-manager,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,product-manager,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,product-manager,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,product-manager,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,product-manager,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,product-manager,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,product-manager,006,1,3.250,5.000,1.750
gemini-3.1-pro-preview,minimax_m27,product-manager,006,2,4.125,5.000,0.875
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,001,1,4.625,5.000,0.375
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,001,2,4.375,5.000,0.625
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,004,2,2.625,5.000,2.375
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,006,1,4.500,5.000,0.500
gemini-3.1-pro-preview,minimax_m27,renewal-predictor,006,2,4.125,5.000,0.875
gemini-3.1-pro-preview,minimax_m27,security-auditor,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,security-auditor,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,test-driven-development,001,1,4.875,5.000,0.125
gemini-3.1-pro-preview,minimax_m27,test-driven-development,001,2,4.750,4.875,0.125
gemini-3.1-pro-preview,minimax_m27,test-driven-development,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,test-driven-development,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,test-driven-development,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,test-driven-development,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,test-driven-development,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,test-driven-development,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,test-driven-development,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,test-driven-development,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,minimax_m27,test-driven-development,006,1,4.250,4.875,0.625
gemini-3.1-pro-preview,minimax_m27,test-driven-development,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,004,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,api-design-principles,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,brainstorming,001,1,3.375,4.500,1.125
gemini-3.1-pro-preview,qwen36_plus,brainstorming,001,2,3.250,3.625,0.375
gemini-3.1-pro-preview,qwen36_plus,brainstorming,002,1,4.875,5.000,0.125
gemini-3.1-pro-preview,qwen36_plus,brainstorming,002,2,4.875,4.875,0.000
gemini-3.1-pro-preview,qwen36_plus,brainstorming,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,brainstorming,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,brainstorming,004,1,4.625,5.000,0.375
gemini-3.1-pro-preview,qwen36_plus,brainstorming,004,2,3.750,5.000,1.250
gemini-3.1-pro-preview,qwen36_plus,brainstorming,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,brainstorming,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,brainstorming,006,2,5.000,4.875,-0.125
gemini-3.1-pro-preview,qwen36_plus,brainstorming,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,002,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,002,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,003,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,003,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,004,1,3.875,5.000,1.125
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,004,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,005,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,005,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,006,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,deal-closer-playbook,006,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,dependency-auditor,001,1,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,dependency-auditor,001,2,5.000,5.000,0.000
gemini-3.1-pro-preview,qwen36_plus,dependency-auditor,002,1,5.000,5.000,0.000
